Review,Rating
Had a good time and best service...near place to come. Food is very tasty and good. Good good good food very nice restaurant. We would like to come over again and again thank you so much the tasty food,2
"I ordered chicken shawarma from here suaces got leaked completely as you can see in pics packing was bad.zomato delivery was so late I don't it is mistake of Shah ghouse or Zomato delivery executive I thrower that shawarma bcz of it
Generally we get best shawarmas here but I had very bad experience of packing and delivery executive.",0
Looks interesting at the entrance and has an intriguing ambience. The food is good and staff is cooperative but less responsive. The seating arrangement is comfortable for a person to relax. The Paneer Kathi Roll is a must have!,1
Taste of the biriyani is well defined with the taste of flavour .The price of the biriyani is quite more .but leaving that the service of the staffs is Good and secure,2
very poor food,0
"Great place, awesome music and great ambiance but waiters are unfriendly. Though I can recommend this place for the fun atmosphere and good music",1
Biryani taste is good. Service is also good. The ambience and the waiter response also is good. The table was well maintained and clean. There was no waiting for food,2
very bad packing n item.....the restuarant rating 4.1 and the food was not matching....its so DISAPPOINTED.......!,0
"Visited this place with my friends strong recommendation and great reviews seen.

To be honest it didn't live up to the great reviews and great reputation it has.

Food spread is huge and too many varieties are there so a big thumsup for the same.

Quality of food is not wow but very average, prawn barbeque and chicken was very average.

Service is good and taken good care of.

Ambience was ok, it was feeling hot and we were sweating inside.

All in all a average ok experience.",1
I like the way the staff treats the customers... And the coolest thing I've seen is the food presentation.. And also the food.. That's tooo good especially the supreme chicken Biryani,2
badWe are ordered at around 5pm but that's delivered by 7:15pm,0
Burger was okay....But the chicken piece was not good and i was confused to find out which piece of chicken is that..So please look for a good piece of chicken when people ordering through online or else KFC will start loosing customers..,1
The biryani was good.The service is good.suggest everyone to visit.Its a good place to come with the family and it's a place where you can visit again and again,2
I believe the food was spoilt because of which we fell ill that night.,0
"Decent ambience and setup. Lots of space, which is kind of expected, being a franchise.

Fast service, but inefficient. On multiple occasions they gave the wrong order.",1
"Haleem is very very good and I am enjoying the food
And nice place in paradise gachibowli
And service is very good I like it
Next time visit again",2
Didn't like the quality. Seems like it's been stored,0
"It was team outing party. Ambiance was great
The food was good and the service was too slow. The main thing staff was very polite and smile face. Over all rating 2.9*....😃😃😃😃😃😃😃😃😃😄",1
"We had Haleem and mutton biryani, both of the dishes were amazingly well cooked. The service provided here is tremendous. Must visit restaurant.",2
worst taste i ever had,0
"Nothing bad, nothing good. Just there. Service is just as expected. Hygienic as should be. Orders are taken good. Orders are completed in expected time, good parking space... just all good. All good is not good. Can we have something more? It's a little dull place to be this joint.",1
Menu is good.service is also good.taste is good .Biryani is good.all items are good.birya is having nice flavour.staturs or good and lime shoda is good.,2
shawarma is not tasty. need to improve in taste,0
I have not received my Pepsi can,1
Food is delicious and service is also good. Environment is very good with pleasant pictures on the walls and veg items must be specially tried,2
wrong item received,0
local food is now tasting better than the branded ones,1
Delighted with the taste.Always expect very fair and good service.Value for the money!Had an awesome Hangout here.I always recommend this place.,2
Shawarma is not like shawarma. It's like rumali roti filled with chicken khorma or sweet roti filled with leftover chicken curry nd some mayo in a corner that you might have to search.,0
"cold food, hot pepsi ... bad combo",1
Good food and the service of quality are very good and the ambiance and hospitality are amazing t I really enjoyed the food Judi busy bug birth Nick,2
I got match stick inside shawarma,0
smaller pieces this time,1
"Chiken biriyani is very good and
Muttan biriyani is very good and
Service is very very good so i am happy
Nice place in paradise gachibowli next time visit again",2
good,0
usually they give it in a bucket. this time it was jus in a paper box. so the pieces were not good when we got it,1
I am regular customer in paradise but i am first time Zomato ratting given very delicious chicken Biriyani very speed service and staff also very good thank you paradise,2
Chicken in the shawarma is stale and stinking... Went to the place and was very unhygienic. Won't ever order anything from here. Shah ghouse quality is pathetic.,0
Earlier I had bad experience with this restaurant..Quality was bad... Ambiance was terrible...Now I see quality has improved but Ambiance has not improved much.... Not at all hygiene,1
Excellent food over the years . Don’t miss whenever you visit Hyderabad . You love paradise biryani much more than Hyderabad. Excellent services .............,2
You ppl always miss the curd and raita and lemons on Biriyani order form this application please provide all the things along with food. If you don't change this ppl definitely look your collapsing in soon.,0
taken lot of time for delivery,1
"Chicken biriyani is very good and chicken pice is very soft
And
Place is very good and
Service is very good and so i am happy
And
Nexr time visit again with my friends",2
Chicken inside the Shawarma got spoiled and smelling too.. Once opened it and was smelling spoiled.. Before ordering only I thought they might use left off chicken as this is afternoon time... But due to the trust on shah Ghouse ordered it.. And initially shawarma quality use to be very good and now full of mayonnaise and and no dry fruits added to it.. I last order I thought it was by mistake he forgot but even yesterday I ordered shawarma and he repeated the same.. Food quality In shah Ghouse getting bad day by day,0
Hhsjoibohoogogigivigigu8gihohohohphpjpjpjjohohohohohohohohohohojojojpjpjpjohpjpjohohohohhjohojpjojohohohohohhohohohojojojojohohohigufufyfyfufufugkbkhkhkgigkghighihhohohih,1
Mutton biryani is amazing as always. Expecting to increase the quantity. Ambience is good. Staff is good. Quick response to everything. Food was served within no time which is really appreciated,2
"My peace of advice pls don't waste your money. Over pricy, but buffet spread has very less items. Very much disappointed and the food was not even hot",0
Good,1
Awesome food.. But services degraded compared to last year... Will come next time for sure... But expecting thing better than this... Thank you,2
Had visited for lunch buffet.to my surprise at 2 pm most of the dishes were hardly left and were not replenised.also service is slow had to wait even to pay bill inspite of the fact that it was half occupied.had much more expectations for that price range.definitly not value for money.,0
"The crunchy burger is bad. They tried to do something to the burger, but horribly failed",1
"Polite and friendly. Visited this place for the 3rd time, and the food is decent enough. Good place to visit with the family for dinner and lunch.",2
Food was not that great just ambience was good very very conjusted sofa area worst ac service was good but I dnt recommend this place for food,0
I have ordered lucknawi chicken pulao..good amount of chicken .. delivered hot..but the food is so spicy that I was Unable to enjoy the taste,1
"Ordered Mutton Haleem. It was awesome! Taste of it has been really exceptional while comparing with the big names as pista house & shah ghouse. Definitely try, if you are found of Haleem.",2
Pathetic restuarant. I had to struggle even for getting a table. Once you pay cover charge you are on your own to struggle. They messed up with everything. I ordered chilly paneer they got me chilly chicken. I mean how can a restuarant do this. After that I had to ask manager atleast 3 4 times to get every order. It took them more then 45 minutes to get me my order. It was over crowded no space to dance so people were dancing near our table and drinks spell off 3 4 times. On complaining about this nobody was even bothered to check. And at last when I saw my bill almost 3 4 items were included which we never ordered. Horrible experience. I wasted my money time and energy.,0
"Recently went there to eat paranthas. It needs a lot of improvement. Earlier i had other non veg dishes on online order, which were good. Ambience is good.",1
"Chicken biryani, chillie chicken were really tasty...service is very good and nice place in paradise Gachibowli so happy
Next time visiting again",2
Shame on the management don't even consider the regular customer benfit Please do close it shame on you ppl please don't visit hyper local any time 🙏🏽,0
"Well this is the first time I ordered from NorFest - The Dhaba. I ordered for mutton combo meal which contains rice, dal makhani, 2 paratha and mutton with a pocket pinch of Rs. 400. However, very disappointed with the quantity of food. At that price range they are not providing a proper portion . Moreover the mutton was well cooked but out of 4 small pieces, 2 of them had bones and no meat . Kindly donot deceive your customers like this with good packaging . I gave three star only for the quality .",1
"Friendly staff,ambience is so good,hygiene ,got to know about the history of paradise and the biryani here is must and should try anyone can fall in love with this",2
"All services delayed, menu changes, very limited options in snack and food when asked they say it’s menu from Delhi and can’t help. Inspite of bill crossing 10k extremely reluctant to leave ice bucket on table. Asked for French fries without chillies twice but no help still after so much time fresh fries are not in. Ok last one came finally when THE MANAGER arrived after being aggressive. They want to offer free drinks but it’s not about money but experience, will share great review next time if we get one as we promised the manager to come back.",0
"Last time I ordered mutton rogan josh from here, it was amazing but today it was not fresh and only bones, no meat. It’s sad my favourite restaurant is going down in quality",1
"Ambiance is very good and food was very good and we all have tasted different flavours our office team had a very good time ,staff were very polite and friendly",2
"This was my second visit to the place and I am very disappointed for the following reasons:

1) The first time I visited they were not serving alcohol due to some license issue

I dicided to give it another shot and came again.

2) Ordered cheese chilli toast, never order it. It's as hard a a rock. Cheese all dried up and all you can taste is toasted white bread

3) Ordered moong daal chilla it was just fine raw onion ruined it for me

4) DJ was pathetic. It was supposed to be ""Bollywood Hangover"" he kept playing some bad music and it was too loud to order food without yelling in waiter's ear let alone having a conversation with your friends.

PS: If you are playing hollywood atleast play some thing that people hear, unnecessarily mixing on popular song does not make you a good DJ. You need feel the pulse of audience.",0
"The place is located in the food court of SLN Terminus and the first branch of Norfest in the city. The seating is in the food court and the kiosk has the dhaba feel with copper vessels on the counter containing the frequent items like rice and chole.

As it was winter we were fortunate to have Makki ki Roti and Sarson ka Saag. The Makki ki Roti was a bit thick served with homemade white butter or makhan, Saag was good but lacked salt in it. The flavor was decent mix of sarson and garlic peices in it.

The next thing was Amritsari Kulcha and Chole, a must try and must have at Norfest. The Kulcha alone is sufficient to fill one person, the chole along with it might be a bit less but they do refill. The taste of the Kulcha is great but if your luck is bad you can get a less filled kulcha as well. The Chole is the perfect compliment to it and tastes good.

The final dish was the Paneer Lababdaar and Garlic Naan, the curry again lacked salt, and was not upto the mark in terms of taste. So overall not recommended.

VFM: 4/5
Taste: 3/5",1
Gud food..fast service.. best people in the restaurant so fast delivery asking me to rate the restaurant nice restaurant good service many badtrips in the filed don't go,2
"Horrible food... No variety... Wanted to give ZERO stars...
Horrible food... No variety... Wanted to give ZERO stars...
Horrible food... No variety... Wanted to give ZERO stars...",0
"Ordered mix veg and tandoori rotis. Curry was tasty. However, I felt it had too much of beans. Overall, a good experience. I can order this again.",1
Kebab was tasty also the service was very prompt the staff was very courteous too. Kunal catered to all our needs and saw it to it we had a good time. A must visit place for all biryani lovers!!,2
"Just have been here for a team lunch . They said they offer buffet and when we sit to eat , it's just one non veg starter and two veg starters . When we enquire they say that Sandwich is a starter..Lol .. and even the starters look like prepared for breakfast and served for lunch . Would never ever recommend this place for buffet . WORST EXPERIENCE. would have given 0 rating if it existed",0
"I hv been away from Hyderabad from a year ...on coming back ...my brother told me about the dalnmakhni from this place .....he said it was amazing .......
I ordered a couple of items along with dal makhni ......no doubt the dal makhni was nice but it can't be compared to d Delhi dal makhni ...

The menu is very crisp .....overall the food is really nice .....I would rate this place a 3.5 ....",1
Biriyani is good and provided a good service and ur restaurant was nice and looking goodBiriyani is good and provided a good service and ur restaurant was nice and looking goodBiriyani is good and provided a good service and ur restaurant was nice and looking good,2
"I really want to give nill rating but i couldnt because zomato doesnt provide option. Please note that this is the second time i went to hyper local.1st time was my engagement party in feb2019, and we loved everything about the restaurant be it service,food quality ambience..i strongly insisted my friends for office party so we went on may1st..we took buffet and that was the worst decision that we took..firstly there was no food,we requested multiple times to refill but they didnt at all..next,service was tooooo poor they were not even responding.no plates,no bowls.food quality was worse..whatever the left over food they have in the bowl were not hot..note that i went at 1:30pm to restaurant. Fullyy disappointed for coming and wasting our day out",0
"#Heavy Punjabi Food
A perfect place to savor typical Dhaba style Punjabi Dishes. 
A popular outlet for home delivery, however place has common food court space available for dine-in as well. 
Food was served hot and tastes yumm.
Chola masala : Paneer was dominating the quantity of Chola.",1
The taste of the food is good. The varieties as well are many. They can work on the ambience of the restaurant. Service was pretty fast. Overall if you are a fan of biryani. You can visit it as many times as you can.,2
"Pathetic experience I have had in recent times. Arrived for buffet at 2pm I. Saturday afternoon. The food was cold as ice, no starters at the food table and support staff least bothered about checking on food and customers.

The only thing that was severed as per it's level was the welcome drink and unsatisfied food experience.

Until raising voice at the restaurant and threarting them on not paying the is when they got the attention and realized that shit food was cold.

Later is when they got the hot food which no variety and disappointed good experience.

Will not prefer anyone to visit this place and was a disappointing experience for a office team lunch and regret choosing this place as option.

Really disappointed",0
"They definitely promise you a decent meal.

Known for their timely delivery and packaging norfest doesn't disappoint you.

🍗Nonveg starter platter is more than enough for two people. Perfectly cooked two pieces of Tangdi kebab, malai kebab and angara kebab might not leave a lasting impression but in general they are well marinated and taste good.

🍱 Punjabi Non veg thali is perfectly packed meal box from salad🥗 to raita.

🍛 In a non-veg thali veg curries definitely need no mention but no one can ignore dal makhani. Wake up the dal makhani by stirring it as all the dal sunks to the bottom and sleeps. Felt it can be a bit thicker in consistency.

🥘Butter chicken was so delicious and mild in spicies(✔️).

🍪Butter rotis were hard and tough to tear - the usual packaging side effects.

🥣Boondi raita definitely needs a mention for it's delicious texture and taste and so the rice kheer.",1
"Very good service and food, chicken lollipop was delicious and so was the chicken biryani, large portions so you won’t be left hungry, please do visit",2
The food is cold even after repeated requests for warm food. The service is pathetic and slow.. Am sure this place is going to close in couple of months. Will never visit again even if they offer free buffet. This was the experience of everyone who were at the restaurant this afternoon.,0
"Had been to this place for dinner we ordered fallout I kebab for starters that was quiet decent.For main course we ordered dal makhni,butter chicken,paneer lababdar and lacha paratha.Dal makhni was good and even their butter chicken was tasty with lacha paratha.But their lababdar was not authentic.Finished with sweet lassi again was not that great.Overall good food.",1
"Service was amazing been to biryani places but paradise birayani taste great ,
Place is cozy and great to hang out with friends
Would love to visit again",2
"Food - 4/5
Ambience - 3.5/5
Service - 1/5

I visited the place last week. The food was tasty and so was ambience but I have serious concern with the services.

We asked for regular water , and they brought dirty, stinky water just to sell the bottled water. The waiter made facial remarks as in this is what you get for free.

It was highly irresponsible.
Also we had to literally beg them to bring the cheque.

Please train your staff if you want to .",0
"Located on top floor of SLN TERMINUS , in one of the food court's corner, norfest dhaba has well arranged menu and delivery to table unlike other stalls there. Ambience was good, went on a weekday, very less crowded. Ordered special veg dum pulao. Rice was well cooked, didn't find lot of veggies though. Masala levels were good that adds spicyness. Can give it a try for 180+ bucks.",1
good service firstly.. and most importantly delicious Biryani.. love to visit again good food food service visit again and again chicken biriyani only for biriyani,2
"I had the worst experience here on April 5th, 2019. I came here with my friends. They first served cold non veg platter. However, the worst came in when we ordered Momo's. The container had three cockroaches running around. We returned it immediately. The music was pathetic as well. We left the place as soon as we could.",0
"veg pulav, kadai paneer, garlic Naan.
Pulav is not properly cooked. Looks colorful but tasteless. The gravy is too sweet. Naan I could see the uncooked dough.",1
"Suprim muttan Biryani is very good and
Service is very very good and
Nice place nice in paradise
Next time visiting again with my family and friends",2
"Oh my God, what a horrible place. They have cordoned off small place in the corner and made that a bar. And in the name of making a bar all they have done is put some tables and very high volume speakers inside. They serve cocktails, but I would rather drink water than those cocktails. 4 of us, ordered 8 cocktails and two drinks. Cocktails including lit (a glass of Ice and very little juice, cost 650) sotb, (a glass of Ice with a little of some another juice) old fashion (even smaller glass of Ice with a slice of orange) and pinacolada( this I've no idea what they put for the white color, apart from that it was bad juice again). 3 of us were not even a slightest bit high.

All this said when asked for way to washroom you are directed outside to the mall washroom!

Again that being said, when the bill came it seemed a little strange to me (we had two zomato gold discounts) when asked why they have not included the highest price drink in the 2+2 discout the answer strangely was- ""because its the highest priced drink!!"" (did not even act as if it was the mistake accepted it square faced that it was a ruse to cheat your customer) when I implored further the waiter went inside and got it corrected!

During all this while the place is so loud and there is no place in the pub to even make the waiter understand of what we are saying to which we had to go out of the place to have that bill conversations, I guess that too is the part of the cheating plan.

Be aware people. Avoid this place.",0
"Loved the service, although their other outlet in Madhapur has more seating available, this place is going to be worth when you visit in a group of 4-5 people. :)",1
Very delicious haleem Ian so happy feeling and service also very good haleem price also very good and haleem quantity very good and staff also very good,2
"The place is good not the staff (untrained), few of the staff behave like we owe them some money and they are doing a favour for us , even though music and ambience are good",0
Price is nice but Quantity of curry not good. Very less quantity I got of paneer butter masala. But the quantity of biryani is good. The quality of complementary Onion and Lemon not satisfactory,1
The food was simple and tasty. I also like the ambience and the quality of the dishes. Service and the restaurant were overall good and soothing to one's mood.,2
"We went for a birthday party, we ordered the drinks , the alcohol was very less so I called the bearer, informed about my issue. And guess what he said “Apke paise se Bacardi or coke hi milega “ and drink was for 349, what I paid for that drink!

Although the manager was sweet enough to get me another drink.",0
for hotel zara hi-fi handi biryani is dry.. i am not feeling good with that...but here you can try roti or non with butter chicken...it tastes awesome,1
The staff were really good ..the food is delicious. The egg biryani is too good. The place is clean and neat . Ambience is amazing.a place to visit in Gachibowli.,2
"Tried two places in same venue on Saturday evening. In Hyper Local first, Seated outdoor as inside is little loud to my taste at 6:30pm.Ordered drinks and snacks, spicy chicken wings very hot, average taste (3/5), chilly cheese toast-drab dry (3/5). Drinks front my friend ordered small rum since its happy hour got one plus one, I got my beer then as last order for happy hour ordered large vodka, after getting one when asked for plus one - reply is oh we assumed you asked us to make one large out of two small!!!!!!. Now OK I can forgive that its misunderstanding suddenly we get the check asking to pay up while still having our drinks. When told we have not asked for same and may be want to eat and drink more reply received is oh but we have policy after happy hour everyone has to pay and if required restart new billing.

People who made this place have spent money sadly should have visited good places around world to see its not only ambiance to nonsense music but food quality and service quality which makes reputation. Good bye for ever.",0
It is sorry to say that no side items like chutney or salads were served with the order this time but only one pack of curd and little chops of onion with the order of two 'single biriyani'. Truly disappointed.,1
"Chicken Biryani was awesome.
Service was good .
Toofan thankyou for your assistance.
Place and location is easy to locate.
Thankyou for the service , would love to recommend friends and family as well .",2
I had a very experience related to the hygiene of the place. We were in the balcony when we saw cat walk through the separation (it separates balcony from the bar). We told the person serving us and he said that the cat often comes here and does nothing. You don't have to worry about anything. Till that time we had ordered our food. But seeing the cat walk by and no one batting an eye we cancelled the order and walked out.,0
was good,1
was beautiful-peaceful and relaxing. Staff was outstanding. The restaurant was exceptional along with the hosts and servers. A must visit place,2
"Crap food, less varities, and no drinks in buffets. Not recommended at all. Not recommended at all. Not recommended at all. Not recommended at all.",0
"Ordered half chicken biryani. Quantity is good, Rate is good. Rest all are not at all good. Quality,taste add ons like raita and gravy is smeeling bad..Biryani rice hard and mot fredh one..",1
"Good food with very good service. Their Biryani's are excellent, chicken curries are good. The breads they make are alright..Good place to hangout",2
"One of the worst restaurants in Hyderabad. Very bad service and they didn’t have most of the things that they specified on their menu card. Took friend for lunch there thinking to have good time, but was one of the worst times.",0
"Pocket friendly and taste is ok. Ordered online
Chicken Biryani 4/5
Chilly chicken 4/5
Chicken chatpata 3/5
Can be rated 5 if taste of all the dishes is same.",1
Good food and service Of quality very nice and ambience or hospitality are amazing the chicken Biriyani was amazing ni redo mission Justin muffin Butch Cassidy,2
I tried to visit the place and asked the waiters if we can use the 2+2 on drinks for non alcoholic drinks as well. The waiter informed us that it is not possible but if we want we can switch to 1+1 for starters. Then a new waiter came and upon ordering he informed us that this is impossible but what was even more frustrating was that he started speaking in Hindi despite the fact that it was obvious that we don’t speak Hindi. Of course we left immediately and don’t think that will ever come back.,0
"I've been to this place about two times and i really liked the ambience, interior will give you feels of london streets.
talking about food, only good thing was lasagna other than that we ordered veg Platter and lasagna rolls which were really bad in taste. dj was not too good",1
Briyani was good and so crispy Briyani was good and so crispy Briyani was good and so crispy Briyani was good and so crispy service is also good,2
We Ordered alphonso ice cream.. we got it with only 2-3 pieces of mango.... This is not expected from cream stone. As we r regular customer.,0
"This is a good place to hang out.The ambience is really good . One of the best chicken nachos I have had till date but the crispy chicken disappointed. They Do not have a big list of beers being brewed and the is not that great when compared with other brews in hyderabad.
Would recommend this place if you are someone who likes virgin pinnocolada",1
Good food with nice infrastructure.serving is good but need some fast. Food was very tasteful and satisfied with every thing in Paradise. Restuarant i,2
Quality was bad ...they just scoop ice cream,0
Great ambience and food but cocktails could have been better. I had pasta with white sauce and it was best i had in quite sometime. However i was disappointed with cocktail. I ordered LIIT but it was not as good as i expected.. but overall it was a good visit and i will Probably try something else next time.,1
Good food..egg friend rice was nice and also chicken Tikka masala was awesome. And service was great we enjoyed the food.. people's are very nice ..,2
"I have ordered nuts loaded ice cream and also dry fruit ice cream. Really both ice creams taste was worst. They have added more anjeer rather than other dry fruits.Really I didn't feel like I am eating ice cream because of anjeer. I never going to order ice cream from cream stone. People who wants ice cream taste don't go for cream stone dry fruit, nuts overloaded and Afghan ice cream.price also not reasonable.",0
I’m not a huge fan of buffet but I’ve been here only to taste the dishes and they were great and had a variety. This place is for family get togethers. You’ll enjoy the food by its taste and variety and you get food chocked love at the live counters. I’ve been here a long time ago but I still remember my time here. I’m giving this only three stars only coz I’m not a fan of buffet.,1
"Nice food as always, briyani is great.
Nice to visit here.
Specially chicken tandoori. Thank you to Kunal for serving and helping with serving.",2
"Doesnt entertain ordered placed through food ordering apps. Had to wait for 45 mins before cancelling the order. I even talked to the cashier.
After assuring the order will be ready in sometime, there was no update.",0
Great ambience and decent brew beer. But there is something very elegant in terms of ambience. But food is on little disappointing. We order chicken starter and French Fry's both where disappointing. In terms of chicken starter I felt high ajino Moto,1
"Taste is good 😋
Service is good other then for restaurant and very helpful employees. Sweetdish is nice and also many varities in menu card for other than restaurant",2
"I did not have a good experience here. The service wasn't good. The ice cream looked good, but I didn't like the taste. Too many nuts. The listing in the menu was a bit misleading, and didn't have anything mentioned about nuts.",0
"Food is average, service is poor. Can get crowded. The ambience, especially interior and its seating could have been better. Though finger food is good, not much options for main course",1
This is my first visit gachibowli paradise i am very happy and biriyani very delicious and service also very good and all staff also very friends ly,2
"I am wondering if I had ordered thick shake or an ice cream.. thick shake will have better consistency than this.. most of my previous orders were in the same condition, yet I gave them 3 or 4 star considering the reputation of the brand .. NOT ANY MORE. Spending 150+ on something like this is utter waste.. IF YOU GUYS COULDN'T PROVIDE ICE CREAM IN PROPER WAY THEN PLEASE STOP GIVING HOME DELIVERY.. despite of the fact that there is hell lot of dry ice in the package the ice cream came was in that manner. I wonder if I can actually call this as an ice cream. Some times u guys forget to keep dry ice and sometimes the ice cream gets completely melted ..... NOT SATISFIED with your ice cream. . Not worth spending a single rupee on this one.

I was trying to take a pic and then this happened. I didn't keep pressure while holding. You can understand how liquid the consistency is just by looking at the picture. I didn't had a single spoon of ice cream from it and not a single drop of it fell out. Both quantity n quality was not good. I understand that ice cream melts but not at this rate. I place was less than a km away and delivery guy can reach in just 3 minutes. Despite of the distance and presence of dry ice, the ice cream melted completely.",0
"To spend a nice evening after Office hours, we visited this place and occupied a table in the open area of it.

The weather was nice and thus, we had a good conversation and laughter enjoying it.

In drinks, we had Hot toddy, Brewed beer, Fruit punch, Pinnacolada and many other mocktails. All of these were good but there was nothing special about them.

In food, we had masala omelette, loaded nachos, cottage cheese fingers, mushroom Tikka, fish and chicken wings.

Loaded nachos was the best dish among the list and we had two of them.

Overall, the place is nice but the food and drinks were okayish in comparison to the other places in town.",1
"A very nice place with a very humble staff. Quick service and a hospitable ambience. Very delicious food, probably the best biryanis in the country and the starters are no less either.",2
Look at the quantity of icecream charging 175 and the product should be worth to it right ......and the brownie is not at all backed its completed rock chilled,0
"One place i can visit over and over, just for ambiance.
Lasagne is a must try here..
One thing to keep in mind, they will take the last order 5 mins before it closes, and wont give time to eat will just close the lights and ask u to leave.",1
Nice Biryani. The taste was good but the quantity was less. The service was good and staff was curious. 1 biryani is sufficient for two people. Value for money,2
I am not happy the way it is managed. No proper response from the workers. My order was not yet prepared and these people are not ready to replace my 1 order out of 10+ items which I have orders . These people are not working for customer satisfaction. They are working for only money. Not at all happy this time.,0
Went with Collegues for lunch...Good Food.. ..but not so great ambience... Staff is not pleasing at all. There were only bothered about taking plates off the table.,1
Paradise is one my favourite restaurants to eat briyani once in a while .... It's good with the service and as well the food .... Too yummy ... Tasty too ....,2
"Ordered Fruit exotica and fruit and nuts ice-cream on two different days, once from swiggy and once from zomato. The ice-creams were both melted and lacked the flavour and quality that is usually offered by cream stone. Highy DISAPPOINTED!! I was a fan of cream stone ice-creams but I won't recommend this to anyone ever again. Not worth spending money on.",0
"A very mediocre experience to be honest at the outset. 🙈

I have been to the same restaurant in other cities and had great expectations.
The ambience is delightful and the three stars are only attributed to that! It has a rooftop setting and a nice band was performing live!
Coming to food and service, I would rate it 1/5. We tried the jalapeño cheese poppers, horrible taste- so much so we had to leave some of it. We had the vegetarian pizza- served burnt at the base! On asking for a replacement the waiter says it might take a while to prepare a new one. Only the lasagne was slightly upto the mark. The service was literally horrible, being a Sunday everyone was just chilling on their own I guess 🤣🤪

I would recommend you to try out other places and save a large pocket pinch by avoiding this place.",1
"Chicken Biryani is excellent one of the best Hyderabadi and Service is perfect, will visit again
Ambience is good and staff is very polite. Best place for a family outing",2
"Ordered fruit exotica and I don't know what the hell is this ice cream but sure it's not what I ordered , not the experience what I wanted but that was indeed a surprise",0
"A grand entry, decent ambience and average food. That just about sums it up for 10 Downing Street.
Just as the name suggests, the place has a very British feel to it as far as the ambience goes. It's cost, warm and has great layout. But the layout proves to be a negative as well. We went here for lunch and the place was very loud. The good point was that we got a great seat with excellent view. The service was decent but one of the dishes we ordered did not arrive. I hope they write down what was ordered.
The food itself was good. We had chicken wings, chicken Tikka, seekh kabab, tandoori veg platter and drinks. The food was good and arrived a tad slow. Overall, it is a good place to have a drink and be merry.",1
Good service and all food very good taste......Biryani super looking and my family is very happy thank u so much so come for again paradise gachibowli.,2
Taste was pathetic....I didn't like it.... Roadside ice cream would be better than this.,0
"Ooo the 10D...
Again, brewed beers... Lovely. Food... Good. Music...can be better.
Very nice ambience. Rooftop setup is oh so lovely..

A bit heavy on pockets. Service is good until the clock ticks 11. I felt, the staff were a bit too in a hurry to get everything closed down and to get lights off which is a turn off. So, folks , get your beers by 10:55 😂",1
Good food and ambience good servise staff was good and food and servise both are good i had veg biriyani its relly good come again and again,2
"It was great but,the standards have lowered. My choco lava was like Stone and ice cream was like cream!!! Anusha has done the worst job🤐
I now don't prefer this place.There are much better places where people at least listen when you say how your ice cream is looking.",0
"This outlet located on 10th floor of SLN terminus, is our team dinner venue.rlRestaurant had a decent ambience, but open top can have some more mild lighting. Brewery is available. But as we booked a buffet in bulk , we got limited options for food and alcohol

Food has got 2 veg plus 4 non veg appetisers.
Main course was very limited. Biryani's and gravy each one for veg and non veg. Tandoori rotis and nans. Desserts were very limited. Vanilla ice cream and gulab jamun.

Alcohol has 4 options. Bacardi white rum, antiquity whisky, Smirnoff vodka and kf beer.
Mocktails, cool drinks,soda and fruit juice available for Mixing. Loud music with Divine drinks on breezy Roof top is definitely worth a try.",1
"Chiken musallam was really good and in dat we had keema also ...nice flavour..loved it .next time definently i would like to come with my family.
Toofan served us and he is really amazing guy...lovely person..nice to meet him.",2
quantity was less,0
"Didn't like the ambience. Also what's the point of giving drinks in plastic cups to girls, do you want to make them feel bad that they are getting free drinks. Overall not a very good experience.",1
"Experienced the best haleem here. Murg Musalam taste was good. Service was awesome, they were too respectable. Good ambiance. I recommend to my family and friends.",2
"I could not finish ice cream at all. Not at all good.
Never like the place.. as specially, sitafal taste is very very bad. Very crowdy place, but taste is not at all good.",0
"Date of Visit: 17/05/2019

Items Ordered: Chicken Haleem, Chicken Biryani

Service: 4/5
Ambience:3/5
Hygiene:2.5/5
Taste and Quantity: 3/5

Overall:3/5

You can give a try if you want a pakka hyderabadi cafe style ambience and food experience.",1
Nyc restaurant.. should come and taste haleem .. even veg is sooo good .. there is scope of imporvement.. good management and staff is also good ..,2
Poor Service. Have ordered ice cream and it took 1 hour to reach me..by the time when it reached it's not like ice cream it's like milk shake... completely melted. They didn't add solid ice inside the package at all.. too pathetic online delivery service by creamstone gachibowli branch... Never expected this from them because am a big fan of creamstone...it disappointed me badly by it's poor service,0
"Ordered Special Mashad Haleem,it tasted good and was topped with Kaju, Almonds, Pistachios and fried onions. It's a must try over here.
Special Mashad Haleem: 4/5

Had also tried veg manchuria, chicken biryani, double ka meetha, murg malai kabab.
Chicken biryani was average. Not a big fan of this.
Veg manchuria was ok.
Murg malai kabab was good, should definitely try this one
Double ka meetha was ok",1
"It's is very tasty and very good for health,haleem is very yummy.And the atmosphere is also very good loved the place better to try this place.",2
"Ordered nutella brownie and got brownie and vanilla ice cream It's a shame that they write the name of the ice cream correct, take the money correct but FAIL TO MAKE the ice cream correct. Not expected from cream stone. Your customers are not fools. Dont insult them by assuming that they are less intelligent.",0
"Average food for cheap cost,better we can go for only for grilled chicken and tandoori not so for Biryani and the quantity was too good for less cost",1
"Very tasty, specially biryani we are satisfied , service is very good, I suggest you come can try it had a great time here had a good sense of humour to the staff",2
Please look at the below image. This is how I got my order when I order from zomato. I had a confusion to eat it or gulp it. However I gave 2 * for the browny,0
